bank,branch,service,street,city,state,zip,latitude,longitude
Regions Bank,Lauderdale,Full Service Brick and Mortar Office,1701 Lee Street,Rogersville,AL,35652,34.82524695,-87.29233554
Regions Bank,Leeds,Full Service Brick and Mortar Office,8049 Parkway Drive,Leeds,AL,35094,33.543423,-86.542263
Regions Bank,Lily Flagg 1015 Memorial Pkwy,Full Service Brick and Mortar Office,10015 S. Memorial Parkway,Huntsville,AL,35803,34.64431063,-86.56648896
Regions Bank,Lincoln,Full Service Brick and Mortar Office,47685 Us Highway 78,Lincoln,AL,35096,33.60393478,-86.11954052
Regions Bank,Livingston Main,Full Service Brick and Mortar Office,105 W. Main Street,Livingston,AL,35470,36.38295,-85.3226955
Regions Bank,Loop,Full Service Brick and Mortar Office,2050 Airport Boulevard,Mobile,AL,36606,30.6765169,-88.09020839
Regions Bank,Madison Al,Full Service Brick and Mortar Office,8926 Madison Boulevard,Madison,AL,35758,34.676964,-86.7523545
Regions Bank,Madison Square,Full Service Brick and Mortar Office,960 Old Monrovia Road Nw,Huntsville,AL,35806,34.739163,-86.661738
Regions Bank,Madison St Huntsville,Full Service Brick and Mortar Office,508 Madison Street,Huntsville,AL,35801,34.72730427,-86.58359151
Regions Bank,Malbis,Full Service Brick and Mortar Office,30083 Woodrow Lane,Spanish Fort,AL,36527,30.66613399,-87.85274234
Regions Bank,Meridianville,Full Service Brick and Mortar Office,12076 Highway 231/431 North,Meridianville,AL,35759,34.8635643,-86.5711542
Regions Bank,Millbrook 3940 Hwy 14,Full Service Brick and Mortar Office,3940 Highway 14,Millbrook,AL,36054,32.51823715,-86.37127612
Regions Bank,Monroeville,Full Service Brick and Mortar Office,1805 S. Alabama Avenue,Monroeville,AL,36460,31.5015083,-87.31866272
Regions Bank,Montevallo,Full Service Brick and Mortar Office,910 North Main Street,Montevallo,AL,35115,33.10160836,-86.860957
Regions Bank,Montgomery Monroe St Main,Full Service Brick and Mortar Office,201 Monroe Street,Montgomery,AL,36104,32.379291,-86.305689
Regions Bank,Moores Mill Rd Auburn,Full Service Brick and Mortar Office,2154 Moores Mill Road,Auburn,AL,36831,32.58468423,-85.44423723
Regions Bank,Moores Mill Rd Huntsville,Full Service Brick and Mortar Office,1031 Winchester Road Ne,Huntsville,AL,35811,34.79880362,-86.53522831
Regions Bank,Morgan Rd Greenmor Dr,Full Service Brick and Mortar Office,1290 Greenmor Drive Se,Bessemer,AL,35022,33.337349,-86.91944406
Regions Bank,Moulton,Full Service Brick and Mortar Office,15262 Court Street,Moulton,AL,35650,34.48244613,-87.27684984
Regions Bank,Mountain Brook,Full Service Brick and Mortar Office,2721 Culver Road,Birmingham,AL,35223,33.48491383,-86.77377812
Regions Bank,Mountain Brook Office Park,Full Service Brick and Mortar Office,101 Office Park Drive,Birmingham,AL,35223,33.478587,-86.774319
Regions Bank,Mt Royal Towers,Limited Service Mobile Office,1118 Royal Tower Drive,Birmingham,AL,35209,33.4656399,-86.76778918
Regions Bank,Muscle Shoals,Full Service Brick and Mortar Office,700 Avalon Avenue,Muscle Shoals,AL,35661,34.74472949,-87.66496222
Regions Bank,Norman Bridge,Full Service Brick and Mortar Office,3720 Norman Bridge Road,Montgomery,AL,36105,32.3333247,-86.29936261
Regions Bank,North Circle,Full Service Brick and Mortar Office,4203 Ross Clark Circle,Dothan,AL,36303,31.25345845,-85.39174972
Regions Bank,North Gault,Full Service Brick and Mortar Office,"1718 Gault Avenue, North",Fort Payne,AL,35967,34.45718975,-85.70852416
Regions Bank,North Madison 7990 Hwy 72,Full Service Brick and Mortar Office,7990 Highway 72 W.,Madison,AL,35758,34.753032,-86.748741
Regions Bank,North Parkway,Full Service Brick and Mortar Office,3027 Memorial Parkway Nw,Huntsville,AL,35810,34.76450176,-86.58868858
Regions Bank,North River Tuscaloosa,Full Service Brick and Mortar Office,1775 New Watermelon Road,Tuscaloosa,AL,35406,33.261552,-87.513165
Regions Bank,North Selma Remote Drive Thru,Limited Service Facility Office,1105 Highland Avenue,Selma,AL,36703,32.43140448,-87.02404103
Regions Bank,North Water St Remote Drive Thru Bra,Limited Service Facility Office,151 N. Water St,Mobile,AL,36602,30.69555775,-88.04005053
Regions Bank,Northport Al,Full Service Brick and Mortar Office,1910 Regions Street,Northport,AL,35476,33.22856707,-87.57670533
Regions Bank,Oneonta Main,Full Service Brick and Mortar Office,201 First Avenue E.,Oneonta,AL,35121,33.94501975,-86.47581439
Regions Bank,Opelika Main Gateway Dr,Full Service Brick and Mortar Office,2401 Gateway Drive,Opelika,AL,36801,32.62197687,-85.40476025
Regions Bank,Orange Beach Blvd,Full Service Brick and Mortar Office,4100 Orange Beach Boulevard,Orange Beach,AL,36561,30.28421642,-87.58094977
Regions Bank,Oxford 804 Quintard Ave,Full Service Brick and Mortar Office,804 Quintard Avenue,Oxford,AL,36203,33.61248094,-85.82749097
Regions Bank,Oxmoor Valley,Full Service Brick and Mortar Office,601 Lakeshore Parkway,Birmingham,AL,35209,33.43910543,-86.84402967
Regions Bank,Pelham 2228 Pelham Pkwy,Full Service Brick and Mortar Office,2228 Pelham Parkway,Pelham,AL,35124,33.33462621,-86.79178579
Regions Bank,Pelham 2964 Pelham Pkwy,Full Service Brick and Mortar Office,2964 Pelham Parkway,Pelham,AL,35124,33.29794052,-86.81090954
Regions Bank,Pell City,Full Service Brick and Mortar Office,1031 Martin Street South,Pell City,AL,35128,33.57955691,-86.27481267
Regions Bank,Pinebrook Shopping Center,Full Service Brick and Mortar Office,3950 Airport Boulevard,Mobile,AL,36608,30.67612868,-88.1491884
Regions Bank,Pinson,Full Service Brick and Mortar Office,6666 Highway 75,Pinson,AL,35126,33.697296,-86.6806335
Regions Bank,Point Mallard Parkway,Full Service Brick and Mortar Office,1209 Point Mallard Pkwy,Decatur,AL,35601,34.56196343,-86.97270058
Regions Bank,Prattville Main,Full Service Brick and Mortar Office,1805 Highway 14 E,Prattville,AL,36066,32.48275484,-86.42003253
Regions Bank,Prichard,Full Service Brick and Mortar Office,524 S. Wilson Avenue,Mobile,AL,36610,30.72066309,-88.08411682
Regions Bank,Rainsville,Full Service Brick and Mortar Office,76 W. Main Street,Rainsville,AL,35986,34.49453378,-85.84819398
Regions Bank,Redstone,Full Service Brick and Mortar Office,"Building 3226, Redstone Arsenal",Huntsville,AL,35808,34.69559,-86.67165
Regions Bank,Regions Bank,Full Service Brick and Mortar Office,1900 Fifth Avenue North,Birmingham,AL,35203,33.517944,-86.809491
Regions Bank,Research Park,Full Service Brick and Mortar Office,443 Wynn Drive Nw,Huntsville,AL,35806,34.73493645,-86.65377802
Regions Bank,Riverchase,Full Service Brick and Mortar Office,1849 Montgomery Highway S,Birmingham,AL,35244,33.36957056,-86.79907004
Regions Bank,Robertsdale Main,Full Service Brick and Mortar Office,22070 Highway 59,Robertsdale,AL,36567,30.54651642,-87.70830893
Regions Bank,Rocky Ridge Remote Drive Thru,Limited Service Facility Office,3390 Morgan Drive,Birmingham,AL,35243,33.42574465,-86.77300286
Regions Bank,Roebuck 9178 Parkway E,Full Service Brick and Mortar Office,9178 Parkway East,Birmingham,AL,35206,33.58671028,-86.70115751
Regions Bank,Rsa Battle House Tower,Full Service Brick and Mortar Office,11 North Water Street,Mobile,AL,36602,30.693015,-88.0404615
Regions Bank,Saks,Full Service Brick and Mortar Office,1420 U.S. Highway 431,Anniston,AL,36206,33.71206585,-85.84200204
Regions Bank,Saraland S Hwy 43,Full Service Brick and Mortar Office,421 Highway 43 S.,Saraland,AL,36571,30.81265384,-88.07137608
Regions Bank,Scottsboro Main,Full Service Brick and Mortar Office,510 E. Laurel Street,Scottsboro,AL,35768,34.67271543,-86.02940609
Regions Bank,Selma Main Church St,Full Service Brick and Mortar Office,101 Church Street,Selma,AL,36701,32.40729195,-87.022176
Regions Bank,Semmes,Full Service Brick and Mortar Office,9001 Moffett Road,Semmes,AL,36575,30.778002,-88.2549675
Regions Bank,Skyland 1225 Skyland Blvd E,Full Service Brick and Mortar Office,1225 Skyland Boulevard E.,Tuscaloosa,AL,35405,33.16818641,-87.5205882
Regions Bank,Skyline 4100 Government Blvd,Full Service Brick and Mortar Office,4100 Government Boulevard,Mobile,AL,36693,30.635685,-88.143939
Regions Bank,Snow Road Airport,Full Service Brick and Mortar Office,9885 Airport Blvd,Mobile,AL,36608,30.670326,-88.275942
Regions Bank,Southside Birmingham,Full Service Brick and Mortar Office,539 Richard Arrington Jr. Boulevard S.,Birmingham,AL,35233,33.50827739,-86.79958547
Regions Bank,Southside Birmingham Remote Drive Th,Limited Service Facility Office,2101 6th Avenue South,Birmingham,AL,35233,33.507862,-86.79883412
Regions Bank,Southside Dothan,Full Service Brick and Mortar Office,2076 Ross Clark Circle,Dothan,AL,36301,31.19025715,-85.39707312
Regions Bank,Southwest Decatur,Full Service Brick and Mortar Office,1833 Beltline Highway Sw,Decatur,AL,35601,34.57618497,-87.01778026
Regions Bank,Spanish Fort,Full Service Brick and Mortar Office,6729-M Spanish Fort Boulevard,Spanish Fort,AL,36527,30.67010826,-87.90652847
Regions Bank,Springhill Mobile,Full Service Brick and Mortar Office,4376 Old Shell Road,Mobile,AL,36608,30.69758881,-88.14273006
Regions Bank,St Vincents Hospital,Full Service Brick and Mortar Office,"2660 10th Avenue S., Suite 103",Birmingham,AL,35205,33.50695454,-86.78786861
Regions Bank,Summit,Full Service Brick and Mortar Office,341 Summit Boulevard,Birmingham,AL,35243,33.45210397,-86.73091455
Regions Bank,Sylacauga,Full Service Brick and Mortar Office,70 James B. Payton Boulevard,Sylacauga,AL,35150,34.50507859,-86.25868766
Regions Bank,Talladega Main,Full Service Brick and Mortar Office,215 North Street W.,Talladega,AL,35160,33.43519029,-86.10436412
Regions Bank,Tannehill Promenade,Full Service Brick and Mortar Office,5041 Bond Blvd,Bessemer,AL,35022,33.333579,-86.994738
Regions Bank,Tarrant,Full Service Brick and Mortar Office,1601 Pinson Street,Birmingham,AL,35217,33.58341,-86.772141
Regions Bank,Taylorville Al,Full Service Brick and Mortar Office,9800 Highway 69 S.,Tuscaloosa,AL,35405,33.116598,-87.552225
Regions Bank,Theodore - Hamilton Blvd,Full Service Brick and Mortar Office,5810 Highway 90,Theodore,AL,36582,30.555396,-88.1727975
Regions Bank,Thirty Second St,Full Service Brick and Mortar Office,"3121 Third Avenue, S.",Birmingham,AL,35233,33.51756565,-86.78667875
Regions Bank,Thomasville,Full Service Brick and Mortar Office,32515 Highway 43,Thomasville,AL,36784,31.91448412,-87.74098185
Regions Bank,Tillmans Corner 5436 Hwy 90,Full Service Brick and Mortar Office,"5436 Highway 90, W.",Mobile,AL,36619,30.587526,-88.170417
Regions Bank,Trace Crossings,Full Service Brick and Mortar Office,2531 John Hawkins Parkway,Birmingham,AL,35244,33.354666,-86.844258
Regions Bank,Trussville Downtown,Full Service Brick and Mortar Office,193 Main Street,Trussville,AL,35173,33.619509,-86.6074635
Regions Bank,Trussville Marketplace,Full Service Brick and Mortar Office,429 Main Street,Trussville,AL,35173,33.61681297,-86.61747427
Regions Bank,Tuscaloosa Main 9th St,Full Service Brick and Mortar Office,2222 9th Street,Tuscaloosa,AL,35401,33.20661137,-87.56478662
Regions Bank,Uab,Full Service Brick and Mortar Office,1900 University Boulevard,Birmingham,AL,35233,33.504939,-86.8007745
Regions Bank,University Huntsville,Full Service Brick and Mortar Office,4003 University Drive,Huntsville,AL,35816,34.734663,-86.6286405
Regions Bank,University Mall,Full Service Brick and Mortar Office,1501 Mcfarland Boulevard E.,Tuscaloosa,AL,35404,33.194088,-87.52293
Regions Bank,University Oaks,Full Service Brick and Mortar Office,5202 Cottage Hill Road,Mobile,AL,36609,30.64820093,-88.16210487
Regions Bank,University South Al,Full Service Brick and Mortar Office,1 S. University Boulevard,Mobile,AL,36608,30.68801351,-88.173462
Regions Bank,University Troy,Full Service Brick and Mortar Office,801 George Wallace Drive,Troy,AL,36081,31.78345742,-85.95351667
Regions Bank,University Tuscaloosa,Full Service Brick and Mortar Office,504 Paul W Bryant Dr,Tuscaloosa,AL,35401,33.20601047,-87.54274506
Regions Bank,Valleydale Marketplace,Full Service Retail Office,2668 Valleydale Road,Birmingham,AL,35244,33.38390066,-86.73950942
Regions Bank,Vaughn East,Full Service Brick and Mortar Office,4750 Vaughn Road,Montgomery,AL,36106,32.344137,-86.2250265
Regions Bank,Vestavia 529 Montgomery Hwy,Full Service Brick and Mortar Office,529 Montgomery Highway,Birmingham,AL,35216,33.449409,-86.7884445
Regions Bank,Village West,Full Service Brick and Mortar Office,4585 Mobile Highway,Montgomery,AL,36108,32.3131149,-86.34984615
Regions Bank,West Lake Bessemer,Full Service Brick and Mortar Office,731 Ninth Avenue N.,Bessemer,AL,35020,33.393744,-86.9709555
Regions Bank,Western,Full Service Brick and Mortar Office,3118 Mobile Highway,Montgomery,AL,36108,32.34635173,-86.33923421
Regions Bank,Westgate Enterprise Remote Drive Thr,Limited Service Facility Office,621 Boll Weevil Circle,Enterprise,AL,36330,31.32127772,-85.83102648
Regions Bank,Wetumpka Us Hwy 231,Full Service Brick and Mortar Office,5100 U.S. Highway 231,Wetumpka,AL,36092,32.51531365,-86.2120773
