bank,branch,service,street,city,state,zip,latitude,longitude
Wells Fargo Bank,Bessemer Avenue,Full Service Brick and Mortar Office,926 East Bessemer Avenue,Greensboro,NC,27405,36.08487,-79.774965
Wells Fargo Bank,Biltmore,Full Service Brick and Mortar Office,11 Kitchen Place,Asheville,NC,28803,35.56675821,-82.54255494
Wells Fargo Bank,Blakeney,Full Service Brick and Mortar Office,9808 Rea Road,Charlotte,NC,28277,35.03555818,-80.80488942
Wells Fargo Bank,Blowing Rock,Full Service Brick and Mortar Office,983 Main Street,Blowing Rock,NC,28605,36.133731,-81.6777675
Wells Fargo Bank,Boulevard,Full Service Brick and Mortar Office,2821 Durham Chapel Hill Boulevard,Durham,NC,27707,35.97413278,-78.93384453
Wells Fargo Bank,Brassfield,Full Service Brick and Mortar Office,3705 Battleground Avenue,Greensboro,NC,27410,36.130968,-79.8559965
Wells Fargo Bank,Brawley Commons,Full Service Brick and Mortar Office,352 Williamson Rd,Mooresville,NC,28117,35.58231173,-80.8734241
Wells Fargo Bank,Brevard,Full Service Brick and Mortar Office,114 Asheville Highway,Brevard,NC,28712,35.24494796,-82.7236752
Wells Fargo Bank,Bridford Parkway,Full Service Brick and Mortar Office,1204 Bridford Parkway,Greensboro,NC,27407,36.05804557,-79.9028781
Wells Fargo Bank,Brier Creek,Full Service Brick and Mortar Office,8911 Brier Creek Parkway,Raleigh,NC,27617,35.900775,-78.7911165
Wells Fargo Bank,Brookdale,Full Service Brick and Mortar Office,9725 Rocky River Road,Charlotte,NC,28215,35.284239,-80.6704065
Wells Fargo Bank,Brynn Marr,Full Service Brick and Mortar Office,146 Western Boulevard,Jacksonville,NC,28546,34.747632,-77.379012
Wells Fargo Bank,Burlington Main,Full Service Brick and Mortar Office,500 South Main Street,Burlington,NC,27215,36.09236999,-79.43905529
Wells Fargo Bank,Burnsville Main,Full Service Brick and Mortar Office,109 Town Square,Burnsville,NC,28714,35.91708103,-82.29916651
Wells Fargo Bank,Cameron Village Clark,Full Service Brick and Mortar Office,2001 Clark Avenue,Raleigh,NC,27605,35.78897363,-78.65984046
Wells Fargo Bank,Cannon Boulevard,Full Service Brick and Mortar Office,1501 South Cannon Blvd,Kannapolis,NC,28083,35.47407197,-80.6107843
Wells Fargo Bank,Capital Boulevard,Full Service Brick and Mortar Office,4560 Capital Boulevard,Raleigh,NC,27604,35.845875,-78.578631
Wells Fargo Bank,Carmel 51,Full Service Brick and Mortar Office,7624 Pineville-Matthews Road,Charlotte,NC,28226,35.088165,-80.8486065
Wells Fargo Bank,Carnegie,Full Service Brick and Mortar Office,6101 Fairview Road,Charlotte,NC,28210,35.15157,-80.8372395
Wells Fargo Bank,Carolina Place,Full Service Brick and Mortar Office,9420 Pineville-Matthews Road,Pineville,NC,28134,35.087571,-80.8778115
Wells Fargo Bank,Carolina Place Mall Nd,Limited Service Messenger Office,11025 Carolina Place Pkwy,Pineville,NC,28134,35.082189,-80.8763355
Wells Fargo Bank,Carteret Crossing,Full Service Brick and Mortar Office,301 Wb Mclean Dr,Swansboro,NC,28584,34.68991845,-77.06663111
Wells Fargo Bank,Cary Park,Full Service Brick and Mortar Office,10050 Green Level Church Road,Cary,NC,27519,35.822079,-78.901578
Wells Fargo Bank,Cary Pb - Satellite Office,Limited Service Facility Office,"7001 Weston Pkwy, Suite 150",Cary,NC,27513,35.82882838,-78.79151605
Wells Fargo Bank,Cary Town Center,Full Service Brick and Mortar Office,1201 Walnut Street,Cary,NC,27511,35.770041,-78.7601475
Wells Fargo Bank,Cashiers Main,Full Service Brick and Mortar Office,68 Highway 107 S,Cashiers,NC,28717,35.112987,-83.09988
Wells Fargo Bank,Central Piedmont Comm College,Limited Service Mobile Office,1201 Elizabeth Avenue,Charlotte,NC,28204,35.21709878,-80.83072587
Wells Fargo Bank,Chapel Hill Pb - Satellite Office Br,Limited Service Facility Office,1220 Environ Way,Chapel Hill,NC,27517,35.90676621,-79.02166742
Wells Fargo Bank,Chapel Hill University,Full Service Brick and Mortar Office,129 South Estes Drive,Chapel Hill,NC,27514,35.92768354,-79.03058029
Wells Fargo Bank,Charlotte Cic,Full Service Brick and Mortar Office,1525 West W.T. Harris Blvd 1a1,Charlotte,NC,28262,35.31231,-80.772696
Wells Fargo Bank,Charlotte West,Full Service Brick and Mortar Office,1527 West Morehead Street,Charlotte,NC,28208,35.2290595,-80.86638241
Wells Fargo Bank,Clayton - Us 70,Full Service Brick and Mortar Office,1405 Executive Drive,Clayton,NC,27520,35.65749646,-78.47734154
Wells Fargo Bank,Clemmons Main,Full Service Brick and Mortar Office,2565 Lewisville-Clemmons Road,Clemmons,NC,27012,36.02787787,-80.38219297
Wells Fargo Bank,Clinton Plaza,Full Service Brick and Mortar Office,357 Northeast Boulevard,Clinton,NC,28328,35.0101949,-78.31771558
Wells Fargo Bank,Coliseum Drive,Full Service Brick and Mortar Office,720 Coliseum Drive,Winston Salem,NC,27106,36.12235696,-80.26440277
Wells Fargo Bank,Concord Parkway,Full Service Brick and Mortar Office,948 Concord Parkway North,Concord,NC,28027,35.427456,-80.612154
Wells Fargo Bank,Conover Main,Full Service Brick and Mortar Office,106 First Avenue South,Conover,NC,28613,35.70600247,-81.21898467
Wells Fargo Bank,Cotswold,Full Service Brick and Mortar Office,200 South Sharon Amity Road,Charlotte,NC,28211,35.17546111,-80.80009973
Wells Fargo Bank,Country Club,Full Service Brick and Mortar Office,4626 Country Club Road,Winston Salem,NC,27104,36.079272,-80.3348055
Wells Fargo Bank,Crabtree Valley,Full Service Brick and Mortar Office,4321 Glenwood Avenue,Raleigh,NC,27612,35.83865093,-78.67502217
Wells Fargo Bank,Cross Creek,Full Service Brick and Mortar Office,4924 Morganton Rd,Fayetteville,NC,28314,35.070255,-78.9623955
Wells Fargo Bank,Cross Creek Mall Nd,Limited Service Messenger Office,419 Cross Creek Mall,Fayetteville,NC,28303,35.072919,-78.96096
Wells Fargo Bank,"Crossings, The",Full Service Brick and Mortar Office,1440 Walter Reed Road,Fayetteville,NC,28304,35.03869403,-78.93533701
Wells Fargo Bank,Dallas,Full Service Brick and Mortar Office,1018 Dallas Cherryville Hwy,Dallas,NC,28034,35.31550856,-81.19190908
Wells Fargo Bank,Davidson,Full Service Brick and Mortar Office,112 South Main Street,Davidson,NC,28036,35.49867456,-80.84874244
Wells Fargo Bank,Davidson College,Limited Service Mobile Office,209 Ridge Road,Davidson,NC,28035,35.5043404,-80.83880529
Wells Fargo Bank,Derita,Full Service Brick and Mortar Office,2610 West Sugar Creek Road,Charlotte,NC,28262,35.29836934,-80.80006288
Wells Fargo Bank,Dilworth,Full Service Brick and Mortar Office,1625 South Boulevard,Charlotte,NC,28203,35.21300828,-80.85627426
Wells Fargo Bank,Dobson Main,Full Service Brick and Mortar Office,105 North Crutchfield Street,Dobson,NC,27017,36.39537,-80.7241545
Wells Fargo Bank,Downtown,Full Service Brick and Mortar Office,200 E Main St,Albemarle,NC,28001,35.35018994,-80.19635425
Wells Fargo Bank,Duke Medical Center,Full Service Brick and Mortar Office,200 Trent Drive,Durham,NC,27710,36.00516637,-78.93518529
Wells Fargo Bank,Dunn Commons,Full Service Brick and Mortar Office,10210 Couloak Drive,Charlotte,NC,28216,35.32415005,-80.94804814
Wells Fargo Bank,Durham West,Full Service Brick and Mortar Office,2000 West Main Street,Durham,NC,27705,36.007011,-78.9226065
Wells Fargo Bank,Eastgate,Full Service Brick and Mortar Office,811 Highway 24/27 Bypass East,Albemarle,NC,28001,35.346546,-80.168859
Wells Fargo Bank,Eastland Mall,Full Service Brick and Mortar Office,5648 Central Avenue,Charlotte,NC,28212,35.205084,-80.7506235
Wells Fargo Bank,Eastland Mall Mb,Limited Service Facility Office,5637 Albemarle Rd,Charlotte,NC,28212,35.20401446,-80.750961
Wells Fargo Bank,Eden,Full Service Brick and Mortar Office,665 South Van Buren Road,Eden,NC,27288,36.489717,-79.7399685
Wells Fargo Bank,Elizabeth City Main,Full Service Brick and Mortar Office,400 East Main Street,Elizabeth City,NC,27909,36.300177,-76.2209955
Wells Fargo Bank,Elizabethtown,Full Service Brick and Mortar Office,202 West Broad Street,Elizabethtown,NC,28337,34.62950212,-78.6077254
Wells Fargo Bank,Elkin Village,Full Service Brick and Mortar Office,1500 North Bridge Street,Elkin,NC,28621,36.27148263,-80.8533432
Wells Fargo Bank,Englewood Square,Full Service Brick and Mortar Office,2910 Sunset Avenue,Rocky Mount,NC,27804,35.963118,-77.834565
Wells Fargo Bank,Enka Candler,Full Service Brick and Mortar Office,53 Westridge Market Place,Candler,NC,28715,35.54786021,-82.65645213
Wells Fargo Bank,Falls Of The Neuse,Full Service Brick and Mortar Office,7801 Falls Of Neuse Road,Raleigh,NC,27615,35.890902,-78.627861
Wells Fargo Bank,Fayetteville Main,Full Service Brick and Mortar Office,200 Green Street,Fayetteville,NC,28301,35.053461,-78.8773185
Wells Fargo Bank,Forest City Main,Full Service Brick and Mortar Office,330 West Main Street,Forest City,NC,28043,35.33715467,-81.87147689
Wells Fargo Bank,Four Seasons,Full Service Brick and Mortar Office,600 Four Seasons Boulevard,Greensboro,NC,27407,36.0388908,-79.83512411
Wells Fargo Bank,Four Seasons Mall Nd,Limited Service Messenger Office,410 Four Seasons Town Ctr,Greensboro,NC,27407,36.03866829,-79.83738944
Wells Fargo Bank,Franklin Main,Full Service Brick and Mortar Office,55 East Main Street,Franklin,NC,28734,35.18219029,-83.38023504
Wells Fargo Bank,Franklin Street,Full Service Brick and Mortar Office,165 East Franklin Street,Chapel Hill,NC,27514,35.91403379,-79.05356591
Wells Fargo Bank,Freedom Drive,Full Service Brick and Mortar Office,2803 Freedom Drive,Charlotte,NC,28208,35.23924663,-80.88513552
Wells Fargo Bank,Friendly Center,Full Service Brick and Mortar Office,625 Green Valley Road,Greensboro,NC,27408,36.08677227,-79.82717245
Wells Fargo Bank,Fuquay Varina,Full Service Brick and Mortar Office,1256 East Broad Street,Fuquay Varina,NC,27526,35.59405533,-78.77786463
Wells Fargo Bank,Garner Forest Hills,Full Service Brick and Mortar Office,1301 5th Avenue,Garner,NC,27529,35.708454,-78.62148
Wells Fargo Bank,Garner Towne Square,Full Service Brick and Mortar Office,1225 Us Hwy 70 W,Garner,NC,27529,35.717688,-78.6373155
Wells Fargo Bank,Gaston Mall,Full Service Brick and Mortar Office,403 Cox Road,Gastonia,NC,28054,35.261406,-81.133974
Wells Fargo Bank,Gastonia Main,Full Service Brick and Mortar Office,110 East Franklin Boulevard,Gastonia,NC,28052,35.262495,-81.1816245
Wells Fargo Bank,Gateway Commons,Full Service Brick and Mortar Office,1702 E Franklin Street,Chapel Hill,NC,27514,35.93598679,-79.02756675
Wells Fargo Bank,Glen Meade,Full Service Brick and Mortar Office,1701 Shipyard Boulevard,Wilmington,NC,28403,34.194042,-77.919705
Wells Fargo Bank,Golden Gate,Full Service Brick and Mortar Office,405 East Cornwallis Drive,Greensboro,NC,27405,36.10220652,-79.78344596
Wells Fargo Bank,Goldsboro Main,Full Service Brick and Mortar Office,301 East Ash Street,Goldsboro,NC,27530,35.385102,-77.9919345
Wells Fargo Bank,Graham,Full Service Brick and Mortar Office,233 South Main Street,Graham,NC,27253,36.065565,-79.400934
Wells Fargo Bank,Greater Charlotte Hub Pb Office,Limited Service Facility Office,401 S Tryon Street,Charlotte,NC,28202,35.224236,-80.8461135
Wells Fargo Bank,Greensboro Main,Full Service Brick and Mortar Office,300 North Greene Street,Greensboro,NC,27401,36.07561274,-79.79126256
Wells Fargo Bank,Greenville Boulevard,Full Service Brick and Mortar Office,1701 Greenville Boulevard S. E.,Greenville,NC,27858,35.59163634,-77.34394569
Wells Fargo Bank,Greenville Medical Park,Full Service Brick and Mortar Office,1802 Stantonsburg Road,Greenville,NC,27834,35.60746551,-77.39628323
Wells Fargo Bank,Greenville Trust Office,Limited Service Trust Office,695 East Arlington Boulevard,Greenville,NC,27858,35.58307456,-77.36685446
Wells Fargo Bank,Guilford College,Full Service Brick and Mortar Office,5815 West Friendly Avenue,Greensboro,NC,27410,36.089397,-79.889166
Wells Fargo Bank,Guilford College,Limited Service Mobile Office,5800 West Friendly Avenue,Greensboro,NC,27410,36.091179,-79.890291
Wells Fargo Bank,Hanes Mall Nd,Limited Service Messenger Office,3320 Silas Creek Parkway,Winston Salem,NC,27103,36.071757,-80.2994355
Wells Fargo Bank,Harrisburg,Full Service Brick and Mortar Office,5075 Highway 49 South,Harrisburg,NC,28075,35.320761,-80.659935
Wells Fargo Bank,Hayes Barton,Full Service Brick and Mortar Office,2016 Fairview Road,Raleigh,NC,27608,35.80505811,-78.64743101
Wells Fargo Bank,Hendersonville Main,Full Service Brick and Mortar Office,301 South Main Street,Hendersonville,NC,28792,35.311914,-82.459764
Wells Fargo Bank,Heritage Station,Full Service Brick and Mortar Office,3600 Rogers Road,Wake Forest,NC,27587,35.945523,-78.505506
Wells Fargo Bank,Hickory Main,Full Service Brick and Mortar Office,"200 First Avenue, N.W.",Hickory,NC,28601,35.73339895,-81.33999476
Wells Fargo Bank,High Point Main Remote Mb,Limited Service Facility Office,203 East Martin Luther King Jr. Drive,High Point,NC,27260,35.95924699,-80.00558808
Wells Fargo Bank,High Point North,Full Service Brick and Mortar Office,1700 North Main Street,High Point,NC,27262,35.976897,-80.0193105
Wells Fargo Bank,High Point Road,Full Service Brick and Mortar Office,3608 West Gate City Boulevard,Greensboro,NC,27407,36.040302,-79.849386
Wells Fargo Bank,Highland,Full Service Brick and Mortar Office,"1811 Twelfth Avenue, N.E.",Hickory,NC,28601,35.742978,-81.3031605
Wells Fargo Bank,Hillsborough,Full Service Brick and Mortar Office,2600 Hillsborough Street,Raleigh,NC,27607,35.788482,-78.669828
Wells Fargo Bank,Holly Hills,Full Service Brick and Mortar Office,2832 South Church Street,Burlington,NC,27215,36.08064443,-79.48793479
Wells Fargo Bank,Holly Springs,Full Service Brick and Mortar Office,5209 Sunset Lake Road,Holly Springs,NC,27540,35.667738,-78.7974615
Wells Fargo Bank,Hovis Road,Full Service Brick and Mortar Office,5641 Hovis Road,Charlotte,NC,28216,35.27846562,-80.89547137
Wells Fargo Bank,Huntersville Market Square,Full Service Brick and Mortar Office,14215 Market Square Dr,Huntersville,NC,28078,35.40694681,-80.86443344
Wells Fargo Bank,Idlewild Market,Full Service Brick and Mortar Office,15030 Idlewild Road,Matthews,NC,28104,35.12397709,-80.65259409
Wells Fargo Bank,Independence Center,Full Service Brick and Mortar Office,3750 Oleander Drive,Wilmington,NC,28403,34.214562,-77.902218
Wells Fargo Bank,Irving Park,Full Service Brick and Mortar Office,1800 Battleground Avenue,Greensboro,NC,27408,36.09303631,-79.81472475
Wells Fargo Bank,Jackson Park,Full Service Brick and Mortar Office,704 North Cannon Boulevard,Kannapolis,NC,28083,35.50452644,-80.60905352
Wells Fargo Bank,Jake Alexander Boulevard,Full Service Brick and Mortar Office,866 Jake Alexander Boulevard,Salisbury,NC,28147,35.668134,-80.4988575
Wells Fargo Bank,Jamestown,Full Service Brick and Mortar Office,124 East Main Street,Jamestown,NC,27282,35.9956099,-79.93535705
Wells Fargo Bank,Johnson C Smith University,Limited Service Mobile Office,100 Beatties Ford Road,Charlotte,NC,28216,35.24409638,-80.85792769
Wells Fargo Bank,Kenilworth,Full Service Brick and Mortar Office,801 Kenilworth Avenue,Charlotte,NC,28204,35.209431,-80.8379685
Wells Fargo Bank,Kernersville Ii,Full Service Brick and Mortar Office,221 East Mountain Street,Kernersville,NC,27284,36.119331,-80.070597
Wells Fargo Bank,Kildaire,Full Service Brick and Mortar Office,1122 Kildaire Farm Road,Cary,NC,27511,35.768943,-78.7824
Wells Fargo Bank,Kill Devil Hills,Full Service Brick and Mortar Office,2906 North Croatan Highway,Kill Devil Hills,NC,27948,36.04757184,-75.68149351
Wells Fargo Bank,King Main,Full Service Brick and Mortar Office,701 South Main Street,King,NC,27021,36.263673,-80.3615535
Wells Fargo Bank,Kings Mountain,Full Service Brick and Mortar Office,125 South Battleground Avenue,Kings Mountain,NC,28086,35.239743,-81.34443297
Wells Fargo Bank,Kinston Plaza,Full Service Brick and Mortar Office,700 Plaza Boulevard,Kinston,NC,28501,35.284635,-77.589621
Wells Fargo Bank,Knightdale,Full Service Brick and Mortar Office,6615 Knightdale Blvd,Knightdale,NC,27545,35.797203,-78.506676
Wells Fargo Bank,Lake Jeanette,Full Service Brick and Mortar Office,308 Pisgah Church Road,Greensboro,NC,27455,36.13196094,-79.795317
Wells Fargo Bank,Lake Norman - Mooresville,Full Service Brick and Mortar Office,475 River Highway,Mooresville,NC,28117,35.59441246,-80.86378566
Wells Fargo Bank,Lake Pine Plaza,Full Service Brick and Mortar Office,910 Us 64 Hwy W,Apex,NC,27523,35.74392256,-78.82159283
Wells Fargo Bank,Laurel Park,Full Service Brick and Mortar Office,1703 Brevard Road,Hendersonville,NC,28791,35.32104,-82.489851
Wells Fargo Bank,Laurinburg Main,Full Service Brick and Mortar Office,203 Lauchwood Drive,Laurinburg,NC,28352,34.75155217,-79.47830238
Wells Fargo Bank,Leesville,Full Service Brick and Mortar Office,13160 Strickland Road,Raleigh,NC,27613,35.90681543,-78.72562844
Wells Fargo Bank,Lenoir Commons,Full Service Brick and Mortar Office,1005 Blowing Rock Blvd,Lenoir,NC,28645,35.93040351,-81.52758013
Wells Fargo Bank,Lewisville Main,Full Service Brick and Mortar Office,6460 Shallowford Road,Lewisville,NC,27023,36.096822,-80.4194865
Wells Fargo Bank,Lexington Main,Full Service Brick and Mortar Office,100 South State Street,Lexington,NC,27292,35.82418875,-80.25534324
Wells Fargo Bank,Liberty Main,Full Service Brick and Mortar Office,150 S Fayetteville Street,Liberty,NC,27298,35.85204,-79.5706335
Wells Fargo Bank,Lumberton,Full Service Brick and Mortar Office,2775 North Elm Street,Lumberton,NC,28358,34.636932,-79.0084755
Wells Fargo Bank,Manteo,Full Service Brick and Mortar Office,318 Us Highway 64,Manteo,NC,27954,35.90169887,-75.67118803
Wells Fargo Bank,Marion Main,Full Service Brick and Mortar Office,145 North Main Street,Marion,NC,28752,35.68598542,-82.01009895
Wells Fargo Bank,Matthews,Full Service Brick and Mortar Office,1401 Matthews-Mint Hill Road,Matthews,NC,28105,35.11829274,-80.70032683
Wells Fargo Bank,Mayfaire,Full Service Brick and Mortar Office,1120 Military Cutoff Road,Wilmington,NC,28405,34.236378,-77.829228
Wells Fargo Bank,Mccrimmon Corners,Full Service Brick and Mortar Office,4011 Davis Drive,Morrisville,NC,27560,35.835606,-78.85656
Wells Fargo Bank,Meadowmont,Full Service Brick and Mortar Office,112 West Barbee Chapel Hill Road,Chapel Hill,NC,27517,35.90083241,-79.0077608
Wells Fargo Bank,Mebane,Full Service Brick and Mortar Office,820 South Fifth Street,Mebane,NC,27302,36.078147,-79.2753615
Wells Fargo Bank,Medical Center,Full Service Retail Office,300 South Hawthorne Road,Winston Salem,NC,27103,36.0897801,-80.26604191
Wells Fargo Bank,Medical Park,Full Service Brick and Mortar Office,2000 South Hawthorne Road,Winston Salem,NC,27103,36.07857,-80.2975545
Wells Fargo Bank,Medical Plaza,Full Service Brick and Mortar Office,8300 Medical Plaza Drive,Charlotte,NC,28262,35.31845292,-80.77595
Wells Fargo Bank,Middle Creek,Full Service Brick and Mortar Office,7265 Nc Highway 42,Raleigh,NC,27603,35.5885929,-78.6436528
Wells Fargo Bank,Mint Hill,Full Service Brick and Mortar Office,9125 Lawyers Road,Charlotte,NC,28227,35.18749377,-80.68969146
Wells Fargo Bank,Mitchell Village,Full Service Brick and Mortar Office,5003 Executive Drive,Morehead City,NC,28557,34.733997,-76.791978
Wells Fargo Bank,Monroe Mall,Full Service Brick and Mortar Office,1989 Dickerson Blvd,Monroe,NC,28110,35.00667306,-80.56121577
Wells Fargo Bank,Mooresville Main,Full Service Brick and Mortar Office,153 North Main Street,Mooresville,NC,28115,35.58308723,-80.81187044
Wells Fargo Bank,Mooresville Plaza,Full Service Brick and Mortar Office,552 East Plaza Drive,Mooresville,NC,28115,35.599905,-80.8113285
Wells Fargo Bank,Morehead City Main,Full Service Brick and Mortar Office,800 Arendell Street,Morehead City,NC,28557,34.72143514,-76.71287677
Wells Fargo Bank,Morganton Main,Full Service Brick and Mortar Office,101 West Union Street,Morganton,NC,28655,35.74544354,-81.6882296
Wells Fargo Bank,Morganton Plaza,Full Service Brick and Mortar Office,801 South Sterling Street,Morganton,NC,28655,35.73933304,-81.67942517
Wells Fargo Bank,Mount Airy Main,Full Service Brick and Mortar Office,554 North Main Street,Mount Airy,NC,27030,36.504351,-80.60920099
Wells Fargo Bank,Mount Holly,Full Service Brick and Mortar Office,101 South Main Street,Mount Holly,NC,28120,35.297253,-81.01584
Wells Fargo Bank,Mount Olive,Full Service Brick and Mortar Office,210 Northeast Center Street,Mount Olive,NC,28365,35.19655708,-78.06596367
Wells Fargo Bank,Myers Park,Full Service Brick and Mortar Office,839 Providence Road,Charlotte,NC,28207,35.197236,-80.826309
Wells Fargo Bank,Myrtle Grove,Full Service Brick and Mortar Office,5501 Carolina Beach Road,Wilmington,NC,28412,34.13936194,-77.89361193
Wells Fargo Bank,Nc A&T State Unversity,Limited Service Mobile Office,1601 East Market Street,Greensboro,NC,27411,36.072972,-79.772589
Wells Fargo Bank,Nc Alamance County,Limited Service Mobile Office,"100 Campus Drive, Moseley Center",Elon,NC,27244,36.10538399,-79.50419633
Wells Fargo Bank,Nc Buncombe County 1,Limited Service Mobile Office,340 Victoria Road,Asheville,NC,28801,35.570052,-82.553445
Wells Fargo Bank,Nc Cumberland County,Limited Service Mobile Office,1200 Murchison Road,Fayetteville,NC,28301,35.071209,-78.892551
Wells Fargo Bank,Nc Durham County,Limited Service Mobile Office,1801 Fayetteville Street,Durham,NC,27707,35.974908,-78.8977845
Wells Fargo Bank,Nc Forsyth County 2,Limited Service Mobile Office,601 Martin Luther King Jr Drive,Winston Salem,NC,27110,36.091584,-80.225127
Wells Fargo Bank,Nc Guilford County,Limited Service Mobile Office,1121 Elliott University Center,Greensboro,NC,27412,36.06601919,-79.81830218
Wells Fargo Bank,Nc Jackson County,Limited Service Mobile Office,"Highway 107, 220 Hf Robinson Admin",Cullowhee,NC,28723,35.2937503,-83.17912574
Wells Fargo Bank,Nc Mecklenburg County,Limited Service Mobile Office,9201 University City Blvd,Charlotte,NC,28223,35.301645,-80.731449
Wells Fargo Bank,Nc New Hanover County,Limited Service Mobile Office,601 South College Rd,Wilmington,NC,28403,34.22734167,-77.87909524
Wells Fargo Bank,Nc Orange County,Limited Service Mobile Office,207 South Road,Chapel Hill,NC,27514,35.90949956,-79.04823736
Wells Fargo Bank,Nc Pasquotank County 1,Limited Service Mobile Office,1704 Weeksville Road,Elizabeth City,NC,27909,36.279378,-76.2157575
Wells Fargo Bank,Nc Wake County,Limited Service Mobile Office,2610 Cates Avenue,Raleigh,NC,27695,35.784675,-78.677235
Wells Fargo Bank,Nc Watauga County,Limited Service Mobile Office,438 Academy Street,Boone,NC,28608,36.21296514,-81.67754257
Wells Fargo Bank,Nc Wilkes County 1,Limited Service Mobile Office,1328 South Collegiate Drive,Wilkesboro,NC,28697,36.136548,-81.184419
Wells Fargo Bank,New Bern Downtown,Full Service Brick and Mortar Office,401 South Front Street,New Bern,NC,28560,35.1049936,-77.04070955
Wells Fargo Bank,New Hope Road,Full Service Brick and Mortar Office,750 South New Hope Road,Gastonia,NC,28054,35.254098,-81.1469925
Wells Fargo Bank,Newland Main,Full Service Brick and Mortar Office,350 Cranberry Street,Newland,NC,28657,36.0894528,-81.92802189
Wells Fargo Bank,Newton Main,Full Service Brick and Mortar Office,102 South Main Avenue,Newton,NC,28658,35.66177448,-81.22301539
Wells Fargo Bank,North Duke,Full Service Brick and Mortar Office,3600 North Duke Street,Durham,NC,27704,36.049221,-78.90435
Wells Fargo Bank,North Hills Mall,Full Service Brick and Mortar Office,4220 Lassiter Mill Road,Raleigh,NC,27609,35.838837,-78.6433815
Wells Fargo Bank,North Mecklenburg,Full Service Brick and Mortar Office,19409 Jetton Rd,Cornelius,NC,28031,35.4768492,-80.89205678
Wells Fargo Bank,North Ridge,Full Service Brick and Mortar Office,6002 Falls Of Neuse Road,Raleigh,NC,27609,35.86475671,-78.6201864
Wells Fargo Bank,Northcross,Full Service Brick and Mortar Office,16700 Statesville Road,Huntersville,NC,28078,35.44308009,-80.86561459
